,5132_kneaddata_Abundance,5145_kneaddata_Abundance,5188_kneaddata_Abundance,5210_kneaddata_Abundance,5401_kneaddata_Abundance,5406_kneaddata_Abundance,5409_kneaddata_Abundance,5411_kneaddata_Abundance,5414_kneaddata_Abundance,5136_kneaddata_Abundance,5140_kneaddata_Abundance,5141_kneaddata_Abundance,5192_kneaddata_Abundance,5194_kneaddata_Abundance,5403_kneaddata_Abundance,5404_kneaddata_Abundance,193_kneaddata_Abundance,179_kneaddata_Abundance,180_kneaddata_Abundance,181_kneaddata_Abundance,183_kneaddata_Abundance,184_kneaddata_Abundance,189_kneaddata_Abundance,190_kneaddata_Abundance,176_kneaddata_Abundance,185_kneaddata_Abundance,981_kneaddata_Abundance,984_kneaddata_Abundance
ENSMUSG00000000792,4.389371201,4.273704474,3.755505914,3.541204954,3.385033847,3.27481715,3.941646384,3.391645436,3.825222228,5.095299118,4.763382203,4.815528918,4.477119188,4.255370063,4.475632871,3.67447191,4.219146567,4.95115473,4.023139319,4.686570326,4.045941881,4.522841091,4.556365042,4.354709653,3.857164376,3.841413955,4.559742902,4.64139954
ENSMUSG00000000794,4.026801122,3.995403312,3.92056516,4.340906304,4.418981179,4.011782744,4.054856995,3.8462113,3.088256634,3.243821643,4.13535098,3.875235164,3.544233384,4.50153065,4.561789515,4.221959705,3.417692246,4.118882176,3.975045031,3.762121359,3.857496792,3.690568536,3.418861518,3.744656172,3.75588104,3.841413955,3.405414755,3.660015218
ENSMUSG00000000804,6.063142969,6.625689803,6.537660282,6.638066494,6.287337173,6.763103631,6.511811883,6.500944079,6.695312905,6.427618819,6.302358499,6.331117715,6.494192702,6.494441225,6.524727421,6.43891824,6.359871592,6.38338199,6.454345755,6.526789882,6.152331226,6.146797723,6.350274433,6.462512943,6.208141003,6.670879579,6.130698545,6.357606574
ENSMUSG00000000805,2.499554119,3.726216679,3.354967985,4.071719671,4.20216979,4.0745185,3.999361882,4.063022689,3.948078976,2.627150282,3.780256022,3.951184017,3.254726767,4.38369416,2.701192572,4.53881681,3.332803348,2.848793012,3.584255078,4.078148852,3.716634256,2.725333954,3.044466004,4.321157094,3.183974692,4.781707709,2.151658163,3.232593994
ENSMUSG00000000823,5.911937165,6.077439081,5.452578781,5.884349535,5.887534188,5.575212083,5.858318001,5.69204037,6.05446832,5.565749738,5.771843782,5.485960761,5.900718701,5.884387743,5.372128295,5.444352126,5.526813968,5.680193408,5.893301882,5.598622627,5.707356443,5.66393341,5.836472961,5.686553217,5.566978364,5.643187845,5.935034222,5.775492435
ENSMUSG00000000826,8.563107817,8.526950685,8.536070535,8.39918595,8.572032362,8.754747079,8.647737089,8.657737873,8.601326216,8.582897044,8.574369595,8.655885762,8.658448953,8.612103517,8.656613061,8.616685634,8.53989164,8.666717176,8.502853333,8.668030195,8.45775548,8.555811435,8.512373404,8.525555622,8.626469937,8.647375642,8.594601659,8.587717219
ENSMUSG00000000827,6.048715898,5.824518753,6.005732544,5.884349535,5.760900749,5.97114076,6.178685582,5.91288234,5.66428601,5.958664426,5.630115672,6.11699291,5.951050377,5.623521174,5.633174148,5.68369044,5.723037457,5.838145768,5.944151023,5.709653939,6.138591169,6.012496631,6.128782289,5.824655494,5.813725115,5.85112911,5.799946599,5.775492435
ENSMUSG00000000838,6.105578235,6.003056884,6.226811633,6.286163339,6.04799886,6.46829688,6.153485027,6.316238034,6.17257292,5.708944374,6.102184117,6.066661235,6.234548885,6.028777653,5.90447617,6.11016888,6.076311788,6.195958399,5.956588126,6.118955069,5.744114993,6.081209381,6.153764646,5.928574445,5.788302518,5.597744874,6.130698545,5.996664818
ENSMUSG00000000861,6.616662422,6.625689803,6.303568832,6.61286594,6.754267657,6.536737936,6.409085581,6.330244892,6.372288121,6.356884307,6.392910256,6.737244161,6.459841197,6.421562345,5.854144494,6.603388812,6.569179999,6.412381862,6.36386501,6.544016296,6.282981079,6.566636208,6.769358765,6.299783443,6.772182852,6.670879579,5.998112905,6.435308931
ENSMUSG00000000876,4.981946886,4.815853891,4.641849132,4.401027296,5.259502965,4.859779651,4.769880036,4.903544475,4.933281974,4.910084246,4.923846875,4.596519136,4.874878696,4.610465022,4.992423869,4.617888381,4.697800165,4.95115473,4.860586307,4.717267123,4.698018578,4.399105722,4.828737313,4.73194512,4.794700289,5.201816198,4.926951876,5.061113526
ENSMUSG00000000881,7.56437612,7.541476799,7.602895498,7.737602167,7.389321205,7.610042068,7.767805708,7.778864992,7.485653974,7.750926823,7.664604049,7.545365048,7.46273527,7.432731653,7.47840462,7.629861023,7.678578185,7.903437228,7.855614349,7.734251303,7.681530455,7.295912537,7.81509931,7.658280479,7.921427601,7.732622928,7.459647067,7.716687667
ENSMUSG00000000902,6.626410398,6.879606313,6.671113727,6.587217352,6.476532202,6.591392011,6.814776574,6.642382483,6.576543115,6.481810919,6.75913273,6.345261898,6.471382819,6.465729929,6.677266732,6.603388812,6.68501401,6.65007342,6.843946041,6.743601271,6.459138034,6.566636208,6.694719965,7.043623118,6.82938971,6.556773093,6.606036554,6.45676204
ENSMUSG00000000915,5.611763622,5.580365812,5.397612322,5.472817979,5.650927907,5.596745245,5.172426591,5.602542219,5.864750592,5.349616307,5.493542619,5.584645036,5.51106652,5.272048804,5.530080655,5.283887454,5.365224826,5.101180174,5.169217579,5.631227292,5.001087646,5.699338746,5.232093007,5.362977269,5.490221165,5.10769402,5.590769797,5.472645082
ENSMUSG00000000934,4.294734327,4.323457509,4.202964891,4.514237907,4.484569521,4.859779651,4.108296254,4.418117648,4.166259146,4.69753961,4.420080457,3.951184017,4.803620013,4.038558674,4.643089617,3.880922787,4.354498419,4.489250625,4.069681905,3.819836857,3.985820889,4.872175343,4.47940306,3.693125871,4.241307867,3.917362808,4.065928289,3.800877754
ENSMUSG00000000948,5.098591805,4.707601001,4.777200985,4.278170549,4.774076138,4.301289361,4.349304353,4.309183276,4.166259146,4.828784144,4.796934763,3.875235164,4.649586384,4.661995322,4.82830449,4.655856232,4.946620712,4.827419361,3.975045031,4.124691438,4.45359985,4.215659581,4.439325621,4.481621766,4.164345886,4.514603639,4.600965565,4.524360118
ENSMUSG00000000957,3.697493496,3.932667556,3.465999297,4.278170549,4.037110544,3.564323767,3.818789636,3.16031989,3.462652148,4.334969531,3.563444633,3.523762793,3.254726767,3.873499427,3.662718424,3.880922787,4.265689152,4.315919023,4.069681905,3.573676269,4.361969375,4.060936986,4.220315839,4.25161616,4.383912263,4.186549441,3.736620664,3.419007118
ENSMUSG00000000959,5.927791116,5.62072355,6.059839949,6.005485973,5.981401111,5.758334387,5.94898836,6.003080149,5.388651567,5.797075284,5.990615887,5.923169641,6.150890956,5.96865666,5.710652901,5.68369044,5.772225006,5.941239261,5.840594831,5.826891614,5.725852786,6.067726152,5.673282794,5.775952302,5.736072559,5.643187845,5.745839194,5.809241226
ENSMUSG00000000976,4.520615734,4.815853891,4.777200985,4.976142011,4.607426268,4.669676767,4.83473118,4.903544475,4.933281974,4.910084246,4.657772015,4.774306255,4.728657955,4.711748357,4.475632871,4.411437504,4.888322071,4.489250625,4.321220672,4.833912042,3.985820889,4.742407468,4.889491344,5.03070723,4.383912263,4.562697927,4.473586258,4.714463002
ENSMUSG00000000983,3.541374295,2.964376416,2.959039308,3.034244966,3.240643938,3.27481715,3.999361882,3.391645436,2.977225321,3.929713053,2.60191878,2.572672394,3.991692361,2.735995904,4.286155072,3.143957193,2.37587207,3.153647594,2.847289484,3.276694532,3.560515054,2.420479373,3.418861518,3.269318162,3.95180125,3.024278012,2.151658163,3.328809309
ENSMUSG00000001016,6.606848132,6.811501867,6.739017791,7.000636573,6.767503484,6.704804991,6.626144558,6.708220297,6.746997061,6.90513503,6.767619196,6.758538939,6.538758254,6.705622255,6.57738637,6.660532719,6.667787596,6.732873725,6.522854533,6.75103786,6.775527945,6.659446019,6.413699813,6.747816512,6.712613586,6.903423617,6.83923573,6.762630284
ENSMUSG00000001017,6.55674952,6.635571314,6.727920083,6.757861006,6.629341045,6.846359135,6.86996836,6.831514789,6.641708162,6.924830831,6.689381622,6.810440041,6.581988306,6.765743247,6.779694545,6.603388812,6.854463267,6.822026103,6.857273572,6.905634729,6.757661524,6.951402034,6.777418535,6.821659241,6.94318812,6.614954164,7.091463381,6.727759824
ENSMUSG00000001018,5.257581329,5.452041715,5.154055291,5.126167455,5.182540983,5.34010861,4.83473118,5.555621172,5.410184729,5.406760214,5.45202335,5.108725294,5.394657028,5.238496244,5.082621678,5.331584196,5.029876215,4.91107729,5.169217579,5.224227112,5.251411,5.344243787,5.508747022,5.379371707,5.174193671,5.13975523,5.370081682,4.944468607
ENSMUSG00000001025,5.377875562,4.916547891,5.154055291,5.863133049,5.706961942,5.97114076,5.710640833,5.456936897,5.101553456,5.919932032,5.737695559,5.26569464,6.48283284,4.895194498,6.88371761,5.62747443,5.365224826,5.170721107,5.252273319,5.327320605,6.344121373,6.659446019,6.237945733,5.443147618,5.358225619,5.426376456,5.271397407,4.882407639
ENSMUSG00000001034,3.966680129,3.195701962,3.465999297,3.430173642,2.693156142,3.043491604,3.081824042,3.994309939,3.462652148,3.674455997,3.398385386,2.572672394,3.92610402,3.352667264,3.20815256,4.319807028,3.332803348,3.619311166,3.449953986,3.504963519,3.985820889,3.618418751,2.933434691,2.865962468,3.332073331,3.489941584,3.660671811,3.129500501
ENSMUSG00000001036,7.015717623,6.904338833,6.876018722,6.814223449,6.941083656,6.864225556,6.915651176,7.041899397,6.922083767,7.316449443,7.132068396,7.027725572,7.147297691,7.119124155,7.004011844,6.977784327,7.124459584,6.936255853,6.754180079,6.918900984,6.95086829,7.206460644,7.240863216,6.908945638,6.82938971,6.912731359,6.962971099,7.022071425
ENSMUSG00000001039,4.787130709,4.323457509,4.939930485,4.894841909,4.20216979,4.586018838,4.769880036,4.063022689,4.63714988,4.553149701,4.543815826,4.22037065,4.874878696,4.443815152,4.384002396,4.57889425,4.438156348,4.827419361,4.535345478,4.717267123,4.874175533,4.708055963,3.844167353,4.215546906,4.164345886,3.989512594,4.641043004,4.524360118
ENSMUSG00000001052,5.592000368,5.406598745,5.369323278,6.005485973,5.40210736,5.575212083,5.810752317,5.796629271,5.590756974,5.259418498,5.573159787,5.536146518,5.394657028,5.304838739,5.937080835,5.608238211,5.601292184,5.656147934,5.623783442,5.42353592,5.68861988,5.552185052,5.387610584,5.848404096,5.762423886,5.665383591,5.72734285,5.758317291
ENSMUSG00000001053,4.244981292,4.222174174,3.56909279,4.278170549,4.547305276,4.995663079,3.456219557,4.309183276,4.061289586,4.146524442,4.33127119,5.04082123,4.054428117,4.38369416,4.82830449,3.880922787,4.55519577,4.869854628,4.200926439,4.686570326,4.497321228,5.127432398,3.57498072,3.889046081,4.040610517,5.041351525,5.080575065,4.351892922
ENSMUSG00000001054,6.616662422,6.305000605,6.333163614,6.286163339,6.30559938,6.743931322,6.598399568,6.561570438,6.677665039,6.725884236,6.689381622,6.860538653,6.581988306,6.630005208,7.049454814,6.42798868,6.605821843,6.637847117,6.471780349,6.5354288,6.810610404,6.404478894,6.668956868,6.559224584,6.548168514,6.659866586,6.522680808,6.692025613
ENSMUSG00000001056,6.146800898,6.003056884,5.9872362,6.043705295,6.111657497,5.954557876,5.657853418,5.94964089,5.800974682,6.086581901,5.961321581,6.181481637,5.883543557,5.96865666,6.075316878,5.62747443,5.723037457,5.921201508,5.543613094,6.048278323,6.19278327,6.269654471,5.724206729,5.812632965,5.946064881,5.908084995,5.982599906,5.905994459
ENSMUSG00000001062,6.048715898,6.134301418,5.850663147,5.819740454,6.111657497,5.699838738,6.166140328,6.287809625,6.147150323,5.958664426,6.019327184,5.742597395,5.597871348,5.840332563,6.030693886,6.17697225,6.009508418,6.127652385,6.052403914,6.130405089,6.179424887,5.767644759,5.836472961,6.201785004,5.934523259,6.099566139,6.013460869,5.687495954
ENSMUSG00000001082,4.389371201,3.798366465,4.593754844,3.995770818,4.418981179,4.402572697,4.159826554,3.922160153,4.114728845,3.674455997,4.33127119,4.731870989,4.649586384,4.557025763,4.067974902,4.366349614,3.714673984,3.619311166,4.321220672,4.556802451,3.857496792,3.759281286,3.781431598,3.977855348,4.417464822,4.186549441,4.680037136,3.800877754
ENSMUSG00000001089,6.133190466,5.90842001,6.376447712,6.302017291,6.211884945,6.307832207,5.977988231,5.855926455,5.925826169,5.996384092,6.019327184,5.407248785,6.077268093,5.884387743,5.747885807,5.888915578,6.036602079,6.195958399,5.827111602,5.935314074,6.402775591,6.304560086,6.503897622,5.950685147,6.429848547,6.049813104,5.86907096,6.162515558
ENSMUSG00000001100,6.93172753,6.920594724,7.04650215,6.780670889,6.964259978,6.873076473,6.732078003,6.841329079,6.738510595,6.844380999,6.857817005,6.918447231,6.987679299,7.00403099,6.941105092,6.876909725,6.862056416,7.013995603,6.934752325,7.133253452,7.085868066,6.891437245,6.951356599,6.863050872,6.994112055,7.062413141,6.962971099,6.870468026
ENSMUSG00000001105,7.190168407,6.936669487,7.269532508,7.103730066,7.245381857,7.429822732,6.846572793,6.926776781,6.929558888,7.028598717,7.316887272,7.193258804,7.118224767,7.100568336,7.07165056,7.099876125,6.823684606,7.224854544,7.224258942,7.279268475,7.215866883,6.89907057,7.275420438,7.171509421,7.276017522,7.159437595,7.062243242,6.909888375
ENSMUSG00000001119,7.216222299,7.029529096,6.111991231,6.333211912,6.643768115,6.066824108,6.387632472,5.507122654,6.094920364,6.64507219,6.548748121,6.918447231,6.879217632,6.105229713,6.841282344,6.265586637,6.236776461,6.822026103,6.237060225,5.854770647,7.260954772,7.169066887,6.728370354,6.696401003,6.188840447,6.066588817,6.302967486,6.569369853
ENSMUSG00000001120,3.903944374,4.323457509,3.92056516,3.995770818,3.850697419,4.134639492,4.108296254,3.494738929,3.462652148,4.553149701,4.657772015,4.22037065,3.544233384,3.873499427,4.1256904,3.815334446,4.66344866,4.187594926,4.833868968,4.776768135,3.560515054,4.482763651,4.698969438,4.945189159,4.688766844,4.359881044,3.405414755,4.047038341
ENSMUSG00000001123,4.294734327,3.650267826,3.103429218,3.541204954,3.850697419,3.27481715,2.97079273,4.191346786,2.420831973,2.807722528,3.639393486,3.058099221,2.892156688,3.221422731,2.976827014,3.032925881,3.573811448,3.284892127,1.999292577,3.00539251,4.045941881,4.165906546,4.070938215,2.769747153,3.529110178,2.879888103,2.358109041,3.328809309
ENSMUSG00000001127,7.917902832,7.898195339,8.109855487,7.876429872,7.611101927,7.91867334,7.89108603,7.891786504,7.927693735,7.91747638,7.8989557,8.038646858,8.071591908,7.78620735,8.036347826,7.681391324,7.821738961,7.786469733,7.773640394,7.760280012,7.876246883,7.923603582,7.935236934,7.68819919,7.808992377,7.774067647,7.960993449,8.038171103
ENSMUSG00000001128,2.8044087,2.528277301,3.103429218,2.873780293,3.080179266,3.729383014,3.456219557,3.766040951,3.191350127,3.11257711,3.211972262,2.75324464,3.143695455,3.077032821,1.912696677,2.476532532,4.121299243,3.715526481,3.584255078,3.639264611,3.475626157,3.087904034,3.044466004,4.061513277,3.018915446,3.841413955,3.495612564,3.419007118
ENSMUSG00000001138,5.180275602,4.850205396,4.733479608,5.294112092,5.332566427,4.669676767,4.896792148,4.786505054,4.673219134,5.095299118,4.763382203,4.774306255,4.909230201,4.38369416,4.961059698,5.047281174,5.299636484,5.502797157,5.190434065,4.91559584,4.970390848,5.074483518,4.976079029,5.03070723,4.742705651,4.654328402,4.754999193,4.784003935
ENSMUSG00000001143,5.989520106,5.875442688,5.311024637,5.775002139,5.863081144,5.462444153,6.00641664,5.531575698,5.800974682,5.939428207,5.990615887,6.032104013,5.848567419,5.747968545,5.801993212,5.789949127,6.282762666,6.212541283,6.267327664,6.048278323,5.744114993,5.816832309,5.996937633,6.0564244,5.946064881,5.889348432,5.86907096,5.858428776
ENSMUSG00000001150,5.098591805,5.538846543,5.014892543,5.229260948,5.367755856,5.288113973,5.603060945,5.323258461,5.533041476,5.129650623,5.272854504,5.075172734,5.26802359,5.747968545,5.441949745,5.209248653,5.545797072,5.816612606,5.441130136,5.582039742,5.464655039,5.366439533,5.159943221,5.395581935,5.474367214,5.729992672,5.65089079,5.194791961
ENSMUSG00000001151,4.919885918,4.916547891,4.641849132,4.340906304,4.720636879,4.247850103,4.896792148,5.011797366,4.673219134,4.949078377,4.620777808,4.815528918,5.007633905,4.978852428,4.862655994,5.047281174,4.697800165,4.738610094,4.631560793,4.487261518,4.361969375,4.522841091,4.664617933,4.945189159,4.794700289,4.740485046,4.1791389,4.524360118
ENSMUSG00000001156,3.697493496,3.995403312,3.234673751,3.915600469,4.121999441,3.946194403,3.684488545,3.590954245,3.948078976,4.077811692,3.639393486,3.875235164,3.991692361,4.114507527,3.097121248,3.815334446,3.714673984,3.970783537,3.873761695,4.030054564,3.640685403,3.887605383,3.333972621,3.93413397,3.807411341,3.155522545,3.943071541,4.257256048
ENSMUSG00000001157,5.571962614,5.62072355,5.340468415,5.356173061,6.111657497,5.531156903,5.810752317,5.507122654,5.767997359,5.565749738,5.702719421,5.433966123,5.394657028,5.747968545,5.530080655,5.789949127,5.819790689,5.900881523,5.714453801,5.548290951,5.419916724,5.298800816,5.707431016,5.917390707,5.490221165,5.750901662,5.885846673,6.109322619
ENSMUSG00000001158,7.015717623,6.776204815,6.991882565,6.722955391,6.964259978,6.800700418,6.521693395,6.889423367,6.936995476,6.596776633,6.644010114,7.018928624,6.723840939,6.693291453,6.556552867,6.492357499,6.349105161,6.686142675,6.316403656,6.552552978,6.513381079,6.929206288,6.570349272,6.273709931,6.37966279,6.311440689,6.741237292,6.539519926
ENSMUSG00000001173,5.846719505,6.305000605,6.094816087,6.253923002,6.250104267,6.22728878,6.321289977,6.302093851,5.998705049,6.086581901,6.180539754,6.165627685,6.448206496,6.067510047,6.089889679,6.372063266,6.38116637,6.368660485,6.052403914,5.986615303,6.110712137,6.197202676,6.128782289,6.507955914,6.446196541,6.254012409,5.918823995,6.446075361
ENSMUSG00000001175,12.69828803,12.57948624,12.85393683,12.6623547,12.55269093,12.71476344,12.76006553,12.77446957,12.63707854,12.81705718,12.73506099,12.83265099,12.72059545,12.71661154,12.71690105,12.67034775,12.55409752,12.89952196,12.69272145,12.74563852,12.90449385,12.67474382,12.68852255,12.62466926,12.51204309,12.55277864,12.62247344,12.6537157
ENSMUSG00000001211,6.417715827,6.17552408,6.512011695,6.650503597,6.341444579,6.674747757,6.680083366,6.708220297,6.63257715,6.399739786,6.634762037,6.316833489,6.623960577,6.577298158,6.657836202,6.481826832,6.623799584,6.54923273,6.463089389,6.635251549,6.319975286,6.497923458,6.561041529,6.43140241,6.585546124,6.544849926,6.490137434,6.727759824
ENSMUSG00000001227,5.445514279,5.474237462,4.939930485,5.015136143,4.720636879,5.149286268,5.338163796,4.614037858,5.431401214,5.797075284,5.409273702,5.323993281,4.909230201,5.368264119,5.221449383,5.259434411,5.788255116,5.703844676,5.654644406,5.895604364,5.225647904,5.203381251,5.278263188,5.632865346,5.838707471,5.665383591,5.192685431,5.293476236
